PlayerId,FirstName,LastName,CommonName,MatchName,Position,Gender,BirthDate,BirthCountry,Nationality,Updated
100000596,Chan-ju,Lee,Chan-ju Lee,Grace,Mid,Male,2000-06-12T00:00:00,Korea Republic,Korea Republic,2021-02-04T14:44:48
100000597,Byungkwo,Lee,Lee Byungkwo,KaKAO,Jungle,Male,1995-12-07T00:00:00,Korea Republic,Korea Republic,2021-06-11T10:02:49
100000598,Park,Chan-ho,Park Chan-ho,Nova,Support,Male,1997-01-07T00:00:00,Korea Republic,Korea Republic,2020-12-29T23:57:07
100000599,Kim,Kang-hee,Kim Kang-hui,Roach,Top,Male,1999-01-31T00:00:00,Korea Republic,Korea Republic,2021-06-11T12:10:42
100000600,Seo,Jin-sol,Seo Jin-sol,Ssol,ADC,Male,1998-02-06T00:00:00,Korea Republic,Korea Republic,2021-05-12T22:07:53
100000601,Lee,Ho-Seong,Lee Ho-Seong,Edge,Mid,Male,1997-12-03T00:00:00,Korea Republic,Korea Republic,2020-08-19T00:05:38
100000602,Park,Ki-sun,Park Ki-sun,Secret,Support,Male,1997-05-27T00:00:00,Korea Republic,Korea Republic,2021-05-12T22:07:43
100000603,Na,Yoo-joon,Na Yoo-joon,Wiz,Jungle,Male,1998-04-23T00:00:00,Korea Republic,Korea Republic,2021-06-15T10:11:52
100000604,Choi,Hyeon-woo,Choi Hyeon-woo,CheonGo,Mid,Male,1999-03-10T00:00:00,Korea Republic,Korea Republic,2020-12-28T17:56:40
100000605,Song,Kyung-ho,Song Kyung-ho,Smeb,Top,Male,1995-06-30T00:00:00,Korea Republic,Korea Republic,2021-06-11T08:07:00
100000606,Go,Dong-bin,Go Dong-bin,Score,Jungle,Male,1992-07-08T00:00:00,Korea Republic,Korea Republic,2021-06-12T08:11:33
100000607,Heo,Won-seok,Heo Won-seok,PawN,Mid,Male,1997-01-26T00:00:00,Korea Republic,Korea Republic,2021-03-29T08:01:06
100000608,Kim,Hyuk-kyu,Kim Hyuk-kyu,Deft,ADC,Male,1996-10-23T00:00:00,Korea Republic,Korea Republic,2021-06-11T12:08:20
100000609,Cho,Se-hyeong,Cho Se-hyeong,Mata,Support,Male,1994-02-27T00:00:00,Korea Republic,Korea Republic,2021-03-29T08:01:29
100000610,Lee,Yoon-jae,Lee Yoon-jae,Rush,Jungle,Male,1993-04-06T00:00:00,Korea Republic,Korea Republic,2021-03-29T08:01:35
100000611,Hwang,Seong-hoon,Hwang Seon-hoon,Kingen,Top,Male,2000-03-11T00:00:00,Korea Republic,Korea Republic,2021-06-23T00:11:44
100000612,Choi,Sang-in,Choi Sang-in,Mia,Support,Male,1998-11-03T00:00:00,Korea Republic,Korea Republic,2021-06-22T18:54:34
100000613,Kang,Gun-mo,Kang Gun-mo,ADD,Top,Male,1998-10-17T00:00:00,Korea Republic,Korea Republic,2021-06-09T02:59:01
100000614,Kim,Kyu-suk,Kim Kyu-suk,Beyond,Jungle,Male,1997-08-18T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:05:07
100000615,Ahn,Joon-hyung,Ahn Joon-hyung,Ian,Mid,Male,1998-01-22T00:00:00,Korea Republic,Korea Republic,2020-12-29T23:57:35
100000616,Oh,Hyun-sik,Oh Hyun-sik,MaHa,ADC,Male,1995-11-07T00:00:00,Korea Republic,Korea Republic,2020-08-19T00:06:30
100000617,Jeong,Jong-bin,Jeong Jong-bin,Max,Support,Male,1996-05-30T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:42:23
100000618,Na,Woo-hyung,Na Woo-hyung,Pilot,ADC,Male,1995-12-04T00:00:00,Korea Republic,Korea Republic,2021-06-14T14:59:34
100000619,Cho,Se-hee,Cho Se-hee,Motive,Support,Male,2001-01-08T00:00:00,Korea Republic,Korea Republic,2020-08-19T00:06:41
100000620,Lee,Sang-hyeok,Lee Sang-hyeok,Faker,Mid,Male,1996-05-07T00:00:00,Korea Republic,Korea Republic,2021-05-11T18:05:22
100000621,Lee,Sang-ho,Lee Sang-ho,Effort,Support,Male,2000-11-23T00:00:00,Korea Republic,Korea Republic,2021-06-11T08:05:40
100000622,Han,Gyeo-re,Han Gyeo-re,Leo,ADC,Male,2000-01-12T00:00:00,Korea Republic,Korea Republic,2021-05-02T15:01:45
100000623,Park,Jin-sung,Park Jin-sung,Teddy,ADC,Male,1998-03-15T00:00:00,Korea Republic,Korea Republic,2021-05-11T18:05:17
100000624,Kang,Min-seung,Kang Min-seung,Haru,Jungle,Male,1998-06-03T00:00:00,Korea Republic,Korea Republic,2021-06-22T18:54:34
100000625,Kim,Tae-min,Kim Tae-min,Clid,Jungle,Male,1999-07-06T00:00:00,Korea Republic,Korea Republic,2021-06-12T08:11:45
100000626,Kim,Dong-ha,Kim Dong-ha,Khan,Top,Male,1995-12-22T00:00:00,Korea Republic,Korea Republic,2021-06-11T12:10:26
100000627,Kim,Jae-hee,Kim Jae-hee,Crazy,Top,Male,1996-09-20T00:00:00,Korea Republic,Korea Republic,2021-06-14T14:59:34
100000628,Mads,Brock-Pedersen,Mads Brock-Pedersen,Broxah,Jungle,Male,1997-08-12T00:00:00,Denmark,Denmark,2021-04-04T16:10:11
100000629,Rasmus,Winther,Rasmus Winther,Caps,Mid,Male,1999-11-17T00:00:00,Denmark,Denmark,2021-06-10T08:08:47
100000630,Martin,Larsson,Martin Larsson,Rekkles,ADC,Male,1996-09-20T00:00:00,Sweden,Sweden,2021-06-11T10:02:54
100000631,Paul,Boyer,Paul Boyer,sOAZ,Top,Male,1994-01-09T00:00:00,France,France,2021-06-10T08:01:41
100000632,Zdravets,Iliev Galabov,Zdravets Galabov,Hylissang,Support,Male,1995-04-30T00:00:00,Bulgaria,Bulgaria,2021-06-12T14:10:44
100000633,Gabriël,Rau,Gabriël Rau,Bwipo,Jungle,Male,1998-12-24T00:00:00,Belgium,Belgium,2021-05-29T20:57:46
100000634,Ki,Dae-han,Ki Dae-han,Expect,Top,Male,,Korea Republic,Korea Republic,2021-03-26T20:07:24
100000635,Luka,Perković,Luka Perković,Perkz,ADC,Male,1998-09-30T00:00:00,Croatia,Croatia,2021-06-11T10:11:55
100000636,Martin,Hansen,Martin Hansen,Wunder,Top,Male,1998-11-09T00:00:00,Denmark,Denmark,2021-06-12T14:10:49
100000637,Marcin,Jankowski,Marcin Jankowski,Jankos,Jungle,Male,1995-07-23T00:00:00,Poland,Poland,2021-06-12T14:10:54
100000638,Petter,Freyschuss,Petter Freyschuss,Hjärnan,ADC,Male,,Sweden,Sweden,2021-03-29T10:08:30
100000639,Kim,Bae-in,Kim Bae-in,Wadid,Support,Male,1997-05-25T00:00:00,Korea Republic,Korea Republic,2021-06-22T12:09:46
100000640,Toni,Sabalić,Toni Sabalić,Sacre,Top,Male,1996-09-07T00:00:00,Croatia,Croatia,2021-06-11T03:03:08
100000641,Kim,Hyeong-min,Kim Hyeong-min,Ruin,Top,Male,1995-11-16T00:00:00,Korea Republic,Korea Republic,2021-03-27T08:01:38
100000642,Charly,Guillard,Charly Guillard,Djoko,Jungle,Male,1997-03-01T00:00:00,France,France,2020-08-19T03:10:33
100000643,Felix,Edling,Felix Edling,Betsy,Mid,Male,1997-07-28T00:00:00,Sweden,Sweden,2020-08-19T00:08:49
100000644,Pierre,Medjaldi,Pierre Medjaldi,Steeelback,ADC,Male,1996-08-16T00:00:00,France,France,2020-08-19T01:23:44
100000645,Risto,Luuri,Risto Luuri,Nukes,Support,Male,1997-11-24T00:00:00,Estonia,Estonia,2021-04-05T00:11:48
100000646,Pavle,Kostić,Pavle Kostić,Yoppa,Top,Male,1998-10-19T00:00:00,Serbia,Serbia,2021-04-12T18:03:36
100000647,Iván Martín,Díaz,Iván Martín Díaz,Razork,Jungle,Male,2000-10-07T00:00:00,Spain,Spain,2021-06-22T22:09:22
100000648,Gaweł,Paprzycki,Gaweł Paprzycki,Kashtelan,Mid,Male,1998-12-14T00:00:00,Poland,Poland,2020-08-24T19:46:49
100000649,Matthew,Smith,Matthew Smith,Deádly,ADC,Male,1999-08-28T00:00:00,United Kingdom,United Kingdom,2021-04-14T09:45:15
100000650,Lennart,Warkus,Lennart Warkus,Jaeger,Top,Male,1996-06-23T00:00:00,Germany,Germany,2020-08-19T02:06:38
100000651,Hampus,Abrahamsson,Hampus Abrahamsson,Promisq,Support,Male,1994-03-04T00:00:00,Sweden,Sweden,2021-04-04T16:10:22
100000652,Patrik,Jírů,Patrik Jírů,Patrik,ADC,Male,2000-04-07T00:00:00,Czech Republic,Czech Republic,2021-03-27T08:10:50
100000653,Alex,Cartwright,Alex Cartwright,Candyfloss,Jungle,Male,,United Kingdom,United Kingdom,2020-08-19T01:14:51
100000654,Marcin,Wolski,Marcin Wolski,Selfie,Mid,Male,1997-02-07T00:00:00,Poland,Poland,2021-03-26T20:07:29
100000655,Ilyas,Hartsema,Ilyas Hartsema,Shook,Jungle,Male,1994-11-05T00:00:00,Sweden,Sweden,2020-08-19T01:15:20
100000656,Marc Robert,Lamont,Marc Lamont,Caedrel,Mid,Male,,United Kingdom,United Kingdom,2021-05-16T20:09:12
100000657,Natalie,Kristiansen,Natalie Kristiansen,Stratospanda,ADC,Male,,Norway,Norway,2020-08-19T01:48:41
100000658,Calle,Dargren,Calle Dargren,Dragane,Mid,Male,1999-07-17T00:00:00,Sweden,Sweden,2020-04-27T06:45:59
100000659,Nubar,Sarafian,Nubar Sarafian,Maxlore,Jungle,Male,1996-07-01T00:00:00,United Kingdom,United Kingdom,2021-04-04T18:11:39
100000660,Barney,Morris,Barney Morris,Alphari,Top,Male,1999-10-20T00:00:00,United Kingdom,United Kingdom,2021-05-11T18:11:56
100000661,Steven,Liv,Steven Liv,Hans Sama,ADC,Male,1999-09-02T00:00:00,France,France,2021-06-22T10:11:04
100000662,Mihael,Mehle,Mihael Mehle,Mikyx,Support,Male,1998-11-02T00:00:00,Slovenia,Slovenia,2021-06-22T10:11:24
100000663,Chres,Laursen,Chres Laursen,Chres,Mid,Male,1998-09-17T00:00:00,Denmark,Denmark,2021-04-05T00:09:42
100000664,Jesse,Le,Jesse Le,Jesiz,Support,Male,1996-06-17T00:00:00,Denmark,Denmark,2021-06-10T12:31:41
100000665,Joran,Scheffer,Joran Scheffer,Special,Mid,Male,1998-01-27T00:00:00,Netherlands,Netherlands,2021-04-01T14:57:43
100000666,Patrick,Engelmann,Patrick Engelmann,Obsess,Jungle,Male,1997-08-23T00:00:00,Germany,Germany,2021-04-12T18:03:50
100000667,Kang,Beom-hyeon,Kang Beom-hyeon,GorillA,Support,Male,1994-11-18T00:00:00,Korea Republic,Korea Republic,2021-03-29T07:59:00
100000668,Enrique,Cedeño Martínez,Enrique Cedeño Martínez,xPeke,Mid,Male,1992-04-24T00:00:00,Spain,Spain,2020-04-27T06:55:29
100000669,Lauri,Happonen,Lauri Happonen,Cyanide,Jungle,Male,1994-11-15T00:00:00,Finland,Finland,2020-04-27T06:56:02
100000670,Danny,le Comte,Danny le Comte,Dan Dan,Top,Male,1995-07-09T00:00:00,Spain,Spain,2021-05-11T18:07:09
100000671,Jan Christoph,Fragstein,Jan Fragstein,SevenArmy,Jungle,Male,,Germany,Germany,2020-04-27T06:57:39
100000672,Kasper,Kobberup,Kasper Kobberup,Kobbe,ADC,Male,1996-09-21T00:00:00,Denmark,Denmark,2021-06-11T10:09:44
100000673,Andrei,Pascu,Andrei Pascu,Odoamne,Top,Male,,Romania,Romania,2021-04-04T16:10:29
100000674,Andrei,Dragomir,Andrei Dragomir,Xerxe,Jungle,Male,1999-11-05T00:00:00,Romania,Romania,2021-05-12T00:09:11
100000675,Yasin,Dincer,Yasin Dincer,Nisqy,Mid,Male,1998-07-28T00:00:00,Belgium,Belgium,2021-06-11T12:08:09
100000676,Raymond,Tsang,Raymond Tsang,KaSing,Support,Male,1993-12-08T00:00:00,United Kingdom,United Kingdom,2021-06-03T18:58:08
100000677,Anders,Schultz,Anders Schultz,Kronos,Jungle,Male,1997-12-30T00:00:00,Denmark,Denmark,2021-03-28T08:02:47
100000678,Jonas,Elmarghichi,Jonas Elmarghichi,Memento,Jungle,Male,1995-12-20T00:00:00,Sweden,Sweden,2021-05-29T20:57:46
100000679,Tore Hoel,Eilertsen,Tore Hoel Eilertsen,Tore,Support,Male,1999-12-27T00:00:00,Norway,Norway,2021-06-03T16:58:35
100000680,Kim,Joon-hyung,Kim Joon-hyung,Profit,Top,Male,1995-09-15T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:19:41
100000681,Jin,Sung-min,Jin Sung-min,Blanc,Mid,Male,1995-06-03T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:19:47
100000682,Martin,Kordmaa,Martin Kordmaa,HeaQ,ADC,Male,,Estonia,Estonia,2020-12-28T23:59:13
100000683,Dimitar,Piskov,Dimitar Piskov,EdinPriqtel,Support,Male,,Bulgaria,Bulgaria,2020-08-19T01:46:20
100000684,Lucas,Simon-Meslet,Lucas Simon-Meslet,Cabochard,Top,Male,1997-04-14T00:00:00,France,France,2021-03-29T07:58:18
100000685,Berk,Demir,Berk Demir,Gilius,Jungle,Male,1997-01-05T00:00:00,Germany,Germany,2021-04-28T12:11:12
100000686,Jakub,Skurzyński,Jakub Skurzyński,Jactroll,Support,Male,1998-08-05T00:00:00,Poland,Poland,2021-04-16T22:59:21
100000687,Amadeu,Carvalho,Amadeu Carvalho,Attila,ADC,Male,1996-02-26T00:00:00,Portugal,Portugal,2021-04-04T18:11:02
100000688,Daniele,Di Mauro,Daniele Di Mauro,Jiizuké,Mid,Male,1996-01-14T00:00:00,Italy,Italy,2021-03-29T14:07:54
100000689,Damien,Soulagnet,Damien Soulagnet,Shemek,Top,Male,1996-01-07T00:00:00,France,France,2021-03-29T07:58:41
100000690,Han,Min-kook,Han Min-kook,Dreams,Support,Male,,Korea Republic,Korea Republic,2021-05-12T08:05:43
100000691,Samuel,Fernández Fort,Samuel Fort,Samux,ADC,Male,1995-06-11T00:00:00,Spain,Spain,2020-08-19T07:20:10
100000692,Audrey,Coënt,Audrey Coënt,AudreyLaSapa,Support,Male,,France,France,2020-08-19T07:20:21
100000693,Fabian,Schubert,Fabian Schubert,Exile,Mid,Male,1997-04-21T00:00:00,Germany,Germany,2020-12-28T23:59:30
100000694,Eun,Jong-Seop,Eun Jong-Seop,Totoro,Support,Male,1996-05-06T00:00:00,Korea Republic,Korea Republic,2021-02-15T10:10:15
100000695,Jonas,Andersen,Jonas Andersen,Kold,Jungle,Male,1995-02-22T00:00:00,Denmark,Denmark,2021-06-28T08:49:37
100000696,Matti,Sormunen,Matti Sormunen,WhiteKnight,Top,Male,1996-02-16T00:00:00,Finland,Finland,2021-06-28T08:11:27
100000697,Matúš,Jakubčík,Matúš Jakubčík,Neon,ADC,Male,1999-04-24T00:00:00,Slovakia,Slovakia,2021-04-05T00:11:53
100000698,Nicolaj,Jensen,Nicolaj Jensen,Jensen,Mid,Male,1995-01-01T00:00:00,Denmark,Denmark,2021-03-29T14:07:59
100000699,Zachary,Scuderi,Zachary Scuderi,Sneaky,ADC,Male,1994-03-19T00:00:00,United States,United States,2020-12-28T23:59:53
100000700,Eric,Ritchie,Eric Ritchie,Licorice,Top,Male,,Canada,Canada,2021-06-11T12:08:29
100000701,Dennis,Johnsen,Dennis Johnsen,Svenskeren,Jungle,Male,1996-01-02T00:00:00,Denmark,Denmark,2021-03-28T08:02:52
100000702,Robert,Huang,Robert Huang,Blaber,Jungle,Male,2000-01-04T00:00:00,United States,United States,2021-03-28T08:02:56
100000703,Greyson,Gilmer,Greyson Gilmer,Goldenglue,Mid,Male,1996-11-23T00:00:00,United States,United States,2021-06-11T08:04:38
100000704,Yuri,Jew,Juri Yew,KEITH,ADC,Male,1997-11-23T00:00:00,United States,United States,2021-04-04T18:10:19
100000705,Tristan,Stidam,Tristan Stidam,Zeyzal,Support,Male,,United States,United States,2021-03-26T22:00:21
100000706,Darshan,Upadhyaha,Darshan Upadhyaha,Darshan,Top,Male,1994-11-12T00:00:00,Canada,Canada,2021-05-04T16:05:29
100000707,Trevor,Hayes,Trevor Hayes,Stixxay,ADC,Male,1997-03-16T00:00:00,United States,United States,2021-06-11T12:08:52
100000708,Kim,Yeu-jin,Kim Yeu-jin,Reignover,Jungle,Male,1995-07-04T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:21:09
100000709,Vincent,Wang,Vincent Wang,Biofrost,Support,Male,1996-09-19T00:00:00,China PR,China PR,2021-06-11T14:11:32
100000710,Kevin,Wu,Kevin Wu,FallenBandit,Top,Male,1996-06-04T00:00:00,United States,United States,2020-12-29T00:01:26
100000711,Raymond,Griffin,Raymond Griffin,Griffin,Jungle,Male,1997-09-11T00:00:00,United States,United States,2021-06-05T14:59:41
100000712,Tanner,Damonte,Tanner Damonte,Damonte,Mid,Male,1997-12-02T00:00:00,United States,United States,2021-05-11T18:06:40
100000713,Seong,Hoon Heo,Seong Hoon Heo,Huni,Top,Male,1997-12-25T00:00:00,Korea Republic,Korea Republic,2021-06-23T00:10:52
100000714,Joshua,Hartnett,Joshua Hartnett,Dardoch,Top,Male,1998-04-10T00:00:00,United States,United States,2021-06-28T08:49:37
100000715,Lawrence,Hui,Lawrence Hui,Lost,ADC,Male,1999-04-04T00:00:00,New Zealand,New Zealand,2021-06-11T14:11:08
100000716,Jason,Tran,Jason Tran,WildTurtle,ADC,Male,1995-02-09T00:00:00,Canada,Canada,2021-05-11T18:11:22
100000717,Lee,Ho-jong,Lee Ho-jong,Flame,Top,Male,1992-08-13T00:00:00,Korea Republic,Korea Republic,2021-03-29T08:07:40
100000718,Juan,Guibert,Juan Guibert,JayJ,Support,Male,1997-09-13T00:00:00,Canada,Canada,2020-12-30T02:10:40
100000719,Lucas,Tao Kilmer Larsen,Lucas Tao Kilmer Larsen,Santorin,Jungle,Male,1997-05-06T00:00:00,Denmark,Denmark,2021-05-11T18:11:50
100000720,Lae-Young,Jang,Lae-Young Jang,Keane,Mid,Male,,Korea Republic,Korea Republic,2020-08-19T01:47:24
100000721,Jung,Eon-yeong,Jung Eon-yeong,Impact,Top,Male,1995-03-07T00:00:00,Korea Republic,Korea Republic,2021-06-22T12:10:24
100000722,Jake,Puchero,Jake Puchero,Xmithie,Jungle,Male,1991-05-10T00:00:00,Philippines,Philippines,2021-06-11T08:05:49
100000723,Eugene,Park,Eugene Park,Pobelter,Mid,Male,1996-10-14T00:00:00,United States,United States,2021-06-11T10:09:09
100000724,Yiliang,Peng,Yiliang Peng,Doublelift,ADC,Male,1993-07-19T00:00:00,United States,United States,2021-06-11T12:11:11
100000725,Kim,Joo-sung,Kim Joo-sung,Olleh,Support,Male,1994-11-27T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:06
100000726,Kevin,Yarnell,Kevin Yarnell,Hauntzer,Top,Male,1995-05-20T00:00:00,United States,United States,2021-03-26T19:59:13
100000727,Søren,Bjerg,Søren Bjerg,Bjergsen,Mid,Male,1996-02-21T00:00:00,Denmark,Denmark,2021-06-10T08:00:28
100000728,Andy,Dinh,Andy Dinh,Reginald,Mid,Male,1992-04-19T00:00:00,United States,United States,2020-08-19T01:47:59
100000729,Jesper,Svenningsen,Jesper Svenningsen,Zven,ADC,Male,1997-06-24T00:00:00,Denmark,Denmark,2021-03-28T08:03:10
100000730,Alfonso,Aguirre Rodríguez,Alfonso Aguirre Rodríguez,mithy,Support,Male,1994-10-05T00:00:00,Spain,Spain,2020-12-29T00:02:06
100000731,Jonathan,Armao,Jonathan Armao,Armao,Jungle,Male,1998-09-09T00:00:00,United States,United States,2021-04-04T18:10:14
100000732,Andy,Ta,Andy Ta,Smoothie,Support,Male,1997-02-10T00:00:00,Canada,Canada,2021-04-03T10:08:30
100000733,Sergen,Çelik,Sergen Çelik,Broken Blade,Top,Male,2000-01-19T00:00:00,Germany,Germany,2021-05-11T08:06:00
100000734,Kim,Kwang-hee,Kim Kwang-hee,Rascal,Top,Male,1997-10-16T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:15
100000735,Moon,Woo-chan,Moon Woo-chan,Cuzz,Jungle,Male,1999-10-30T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:19
100000736,Kwak,Bo-Seong,Kwak Bo-Seong,Bdd,Mid,Male,1999-03-01T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:25
100000737,Kim,Jong-in,Kim Jong-in,PraY,ADC,Male,1994-01-06T00:00:00,Korea Republic,Korea Republic,2021-04-03T10:08:35
100000738,Yoon,Wang-ho,Yoon Wang-ho,Peanut,Jungle,Male,1998-02-03T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:05:49
100000739,Elias,Lipp,Elias Lipp,Upset,ADC,Male,1999-12-16T00:00:00,Germany,Germany,2021-06-11T12:10:32
100000740,Kiss,Tamás,Kiss Tamás,Vizicsacsi,Top,Male,1993-06-14T00:00:00,Hungary,Hungary,2021-04-03T10:08:40
100000741,Milo,Wehnes,Milo Wehnes,Pridestalkr,Jungle,Male,,Netherlands,Netherlands,2021-04-05T00:11:01
100000742,Erlend,Våtevik Holm,Erlend Våtevik Holm,Nukeduck,Mid,Male,1996-05-21T00:00:00,Norway,Norway,2021-05-20T15:03:22
100000743,Oskar,Bogdan,Oskar Bogdan,VandeR,Support,Male,1994-04-18T00:00:00,Poland,Poland,2021-05-16T20:08:38
100000744,Mitch,Voorspoels,Mitch Voorspoels,Boris,Support,Male,1990-05-08T00:00:00,Belgium,Belgium,2021-03-27T08:11:42
100000745,Maurice,Stückenschneider,Maurice Stückenschneider,Amazing,Jungle,Male,1994-04-02T00:00:00,Germany,Germany,2020-12-29T20:10:10
100000746,Yi,Chen,Chen Yi,Ziv,Jungle,Male,1994-12-24T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-09T02:59:01
100000747,Zhao-Hong,Xue,Xue Zhao-Hong,Mountain,Jungle,Male,1995-02-22T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:08:56
100000748,Chun-An,Chou,Chou Chun-An,AN,ADC,Male,1994-10-20T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:01
100000749,Wei-Yang,Tsou,Tsou Wei-Yang,Wako,Mid,Male,,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:06
100000750,Ping-Hsin,Liu,Liu Ping-Hsin,LBB,ADC,Male,,Chinese Taipei,Chinese Taipei,2020-08-19T07:24:33
100000751,Yu-Wei,Hsiao,Hsiao Yu-Wei,Tuna,Support,Male,,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:12
100000752,Ching-Chia,Lin,Lin Ching-Chia,Taizan,Jungle,Male,1996-05-03T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:17
100000753,Pao-Yuan,Hsu,Hsu Pao-Yuan,Nestea,Support,Male,,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:23
100000754,Hsin-Jung,Wu,Wu Hsin-Jung,Kino,Top,Male,,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:28
100000755,Li-Hong,Yu,Yu Li-Hong,MMD,Top,Male,1994-12-24T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:33
100000756,Yi-Tang,Huang,Huang Yi-Tang,Maple,Mid,Male,1997-10-10T00:00:00,Chinese Taipei,Chinese Taipei,2021-03-28T08:11:42
100000757,Yu-Hung,Lu,Lu Yu-Hung,Betty,ADC,Male,,Chinese Taipei,Chinese Taipei,2021-04-04T12:08:14
100000758,Shuo-Jie,Hu,Hu Shuo-Jie,SwordArt,Support,Male,1996-12-21T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-11T12:10:21
100000759,Chia-Hsiang,Su,Su Chia-Hsiang,Hanabi,Top,Male,,Chinese Taipei,Chinese Taipei,2021-06-15T10:10:41
100000760,Kim,Moo-jin,Kim Moo-jin,Moojin,Jungle,Male,1998-04-09T00:00:00,Korea Republic,Korea Republic,2021-05-12T08:11:15
100000761,Kuan-Ting,Chen,Chen Kuan-Ting,Morning,Jungle,Male,1995-10-23T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:38
100000762,Ya-Lun,Sung,Sung Ya-Lun,Atlen,ADC,Male,1999-09-11T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:43
100000763,Chia-Hao,Liu,Liu Chia-Hao,ShiauC,Support,Male,,Chinese Taipei,Chinese Taipei,2021-06-09T12:59:17
100000764,Lee,Seung-ju,Seung-ju Lee,Stitch,ADC,Male,1996-11-02T00:00:00,Korea Republic,Korea Republic,2021-04-03T10:09:54
