,PlayerId,FirstName,LastName,CommonName,MatchName,Position,Gender,BirthDate,BirthCountry,Nationality,Updated
49,100000625,Kim,Tae-min,Kim Tae-min,Clid,Jungle,Male,1999-07-06T00:00:00,Korea Republic,Korea Republic,2021-06-12T08:11:45
50,100000626,Kim,Dong-ha,Kim Dong-ha,Khan,Top,Male,1995-12-22T00:00:00,Korea Republic,Korea Republic,2021-06-11T12:10:26
51,100000627,Kim,Jae-hee,Kim Jae-hee,Crazy,Top,Male,1996-09-20T00:00:00,Korea Republic,Korea Republic,2021-06-14T14:59:34
52,100000628,Mads,Brock-Pedersen,Mads Brock-Pedersen,Broxah,Jungle,Male,1997-08-12T00:00:00,Denmark,Denmark,2021-04-04T16:10:11
53,100000629,Rasmus,Winther,Rasmus Winther,Caps,Mid,Male,1999-11-17T00:00:00,Denmark,Denmark,2021-06-10T08:08:47
54,100000630,Martin,Larsson,Martin Larsson,Rekkles,ADC,Male,1996-09-20T00:00:00,Sweden,Sweden,2021-06-11T10:02:54
55,100000631,Paul,Boyer,Paul Boyer,sOAZ,Top,Male,1994-01-09T00:00:00,France,France,2021-06-10T08:01:41
56,100000632,Zdravets,Iliev Galabov,Zdravets Galabov,Hylissang,Support,Male,1995-04-30T00:00:00,Bulgaria,Bulgaria,2021-06-12T14:10:44
57,100000633,Gabriël,Rau,Gabriël Rau,Bwipo,Jungle,Male,1998-12-24T00:00:00,Belgium,Belgium,2021-05-29T20:57:46
58,100000634,Ki,Dae-han,Ki Dae-han,Expect,Top,Male,?,Korea Republic,Korea Republic,2021-03-26T20:07:24
59,100000635,Luka,Perković,Luka Perković,Perkz,ADC,Male,1998-09-30T00:00:00,Croatia,Croatia,2021-06-11T10:11:55
60,100000636,Martin,Hansen,Martin Hansen,Wunder,Top,Male,1998-11-09T00:00:00,Denmark,Denmark,2021-06-12T14:10:49
61,100000637,Marcin,Jankowski,Marcin Jankowski,Jankos,Jungle,Male,1995-07-23T00:00:00,Poland,Poland,2021-06-12T14:10:54
62,100000638,Petter,Freyschuss,Petter Freyschuss,Hjärnan,ADC,Male,?,Sweden,Sweden,2021-03-29T10:08:30
63,100000639,Kim,Bae-in,Kim Bae-in,Wadid,Support,Male,1997-05-25T00:00:00,Korea Republic,Korea Republic,2021-06-22T12:09:46
64,100000640,Toni,Sabalić,Toni Sabalić,Sacre,Top,Male,1996-09-07T00:00:00,Croatia,Croatia,2021-06-11T03:03:08
65,100000641,Kim,Hyeong-min,Kim Hyeong-min,Ruin,Top,Male,1995-11-16T00:00:00,Korea Republic,Korea Republic,2021-03-27T08:01:38
66,100000642,Charly,Guillard,Charly Guillard,Djoko,Jungle,Male,1997-03-01T00:00:00,France,France,2020-08-19T03:10:33
67,100000643,Felix,Edling,Felix Edling,Betsy,Mid,Male,1997-07-28T00:00:00,Sweden,Sweden,2020-08-19T00:08:49
68,100000644,Pierre,Medjaldi,Pierre Medjaldi,Steeelback,ADC,Male,1996-08-16T00:00:00,France,France,2020-08-19T01:23:44
69,100000645,Risto,Luuri,Risto Luuri,Nukes,Support,Male,1997-11-24T00:00:00,Estonia,Estonia,2021-04-05T00:11:48
70,100000646,Pavle,Kostić,Pavle Kostić,Yoppa,Top,Male,1998-10-19T00:00:00,Serbia,Serbia,2021-04-12T18:03:36
71,100000647,Iván Martín,Díaz,Iván Martín Díaz,Razork,Jungle,Male,2000-10-07T00:00:00,Spain,Spain,2021-06-22T22:09:22
72,100000648,Gaweł,Paprzycki,Gaweł Paprzycki,Kashtelan,Mid,Male,1998-12-14T00:00:00,Poland,Poland,2020-08-24T19:46:49
73,100000649,Matthew,Smith,Matthew Smith,Deádly,ADC,Male,1999-08-28T00:00:00,United Kingdom,United Kingdom,2021-04-14T09:45:15
74,100000650,Lennart,Warkus,Lennart Warkus,Jaeger,Top,Male,1996-06-23T00:00:00,Germany,Germany,2020-08-19T02:06:38
75,100000651,Hampus,Abrahamsson,Hampus Abrahamsson,Promisq,Support,Male,1994-03-04T00:00:00,Sweden,Sweden,2021-04-04T16:10:22
76,100000652,Patrik,Jírů,Patrik Jírů,Patrik,ADC,Male,2000-04-07T00:00:00,Czech Republic,Czech Republic,2021-03-27T08:10:50
77,100000653,Alex,Cartwright,Alex Cartwright,Candyfloss,Jungle,Male,?,United Kingdom,United Kingdom,2020-08-19T01:14:51
78,100000654,Marcin,Wolski,Marcin Wolski,Selfie,Mid,Male,1997-02-07T00:00:00,Poland,Poland,2021-03-26T20:07:29
79,100000655,Ilyas,Hartsema,Ilyas Hartsema,Shook,Jungle,Male,1994-11-05T00:00:00,Sweden,Sweden,2020-08-19T01:15:20
80,100000656,Marc Robert,Lamont,Marc Lamont,Caedrel,Mid,Male,?,United Kingdom,United Kingdom,2021-05-16T20:09:12
81,100000657,Natalie,Kristiansen,Natalie Kristiansen,Stratospanda,ADC,Male,?,Norway,Norway,2020-08-19T01:48:41
82,100000658,Calle,Dargren,Calle Dargren,Dragane,Mid,Male,1999-07-17T00:00:00,Sweden,Sweden,2020-04-27T06:45:59
83,100000659,Nubar,Sarafian,Nubar Sarafian,Maxlore,Jungle,Male,1996-07-01T00:00:00,United Kingdom,United Kingdom,2021-04-04T18:11:39
84,100000660,Barney,Morris,Barney Morris,Alphari,Top,Male,1999-10-20T00:00:00,United Kingdom,United Kingdom,2021-05-11T18:11:56
85,100000661,Steven,Liv,Steven Liv,Hans Sama,ADC,Male,1999-09-02T00:00:00,France,France,2021-06-22T10:11:04
86,100000662,Mihael,Mehle,Mihael Mehle,Mikyx,Support,Male,1998-11-02T00:00:00,Slovenia,Slovenia,2021-06-22T10:11:24
87,100000663,Chres,Laursen,Chres Laursen,Chres,Mid,Male,1998-09-17T00:00:00,Denmark,Denmark,2021-04-05T00:09:42
88,100000664,Jesse,Le,Jesse Le,Jesiz,Support,Male,1996-06-17T00:00:00,Denmark,Denmark,2021-06-10T12:31:41
89,100000665,Joran,Scheffer,Joran Scheffer,Special,Mid,Male,1998-01-27T00:00:00,Netherlands,Netherlands,2021-04-01T14:57:43
90,100000666,Patrick,Engelmann,Patrick Engelmann,Obsess,Jungle,Male,1997-08-23T00:00:00,Germany,Germany,2021-04-12T18:03:50
91,100000667,Kang,Beom-hyeon,Kang Beom-hyeon,GorillA,Support,Male,1994-11-18T00:00:00,Korea Republic,Korea Republic,2021-03-29T07:59:00
92,100000668,Enrique,Cedeño Martínez,Enrique Cedeño Martínez,xPeke,Mid,Male,1992-04-24T00:00:00,Spain,Spain,2020-04-27T06:55:29
93,100000669,Lauri,Happonen,Lauri Happonen,Cyanide,Jungle,Male,1994-11-15T00:00:00,Finland,Finland,2020-04-27T06:56:02
94,100000670,Danny,le Comte,Danny le Comte,Dan Dan,Top,Male,1995-07-09T00:00:00,Spain,Spain,2021-05-11T18:07:09
95,100000671,Jan Christoph,Fragstein,Jan Fragstein,SevenArmy,Jungle,Male,?,Germany,Germany,2020-04-27T06:57:39
96,100000672,Kasper,Kobberup,Kasper Kobberup,Kobbe,ADC,Male,1996-09-21T00:00:00,Denmark,Denmark,2021-06-11T10:09:44
97,100000673,Andrei,Pascu,Andrei Pascu,Odoamne,Top,Male,?,Romania,Romania,2021-04-04T16:10:29
98,100000674,Andrei,Dragomir,Andrei Dragomir,Xerxe,Jungle,Male,1999-11-05T00:00:00,Romania,Romania,2021-05-12T00:09:11
99,100000675,Yasin,Dincer,Yasin Dincer,Nisqy,Mid,Male,1998-07-28T00:00:00,Belgium,Belgium,2021-06-11T12:08:09
100,100000676,Raymond,Tsang,Raymond Tsang,KaSing,Support,Male,1993-12-08T00:00:00,United Kingdom,United Kingdom,2021-06-03T18:58:08
101,100000677,Anders,Schultz,Anders Schultz,Kronos,Jungle,Male,1997-12-30T00:00:00,Denmark,Denmark,2021-03-28T08:02:47
102,100000678,Jonas,Elmarghichi,Jonas Elmarghichi,Memento,Jungle,Male,1995-12-20T00:00:00,Sweden,Sweden,2021-05-29T20:57:46
103,100000679,Tore Hoel,Eilertsen,Tore Hoel Eilertsen,Tore,Support,Male,1999-12-27T00:00:00,Norway,Norway,2021-06-03T16:58:35
104,100000680,Kim,Joon-hyung,Kim Joon-hyung,Profit,Top,Male,1995-09-15T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:19:41
105,100000681,Jin,Sung-min,Jin Sung-min,Blanc,Mid,Male,1995-06-03T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:19:47
106,100000682,Martin,Kordmaa,Martin Kordmaa,HeaQ,ADC,Male,?,Estonia,Estonia,2020-12-28T23:59:13
107,100000683,Dimitar,Piskov,Dimitar Piskov,EdinPriqtel,Support,Male,?,Bulgaria,Bulgaria,2020-08-19T01:46:20
108,100000684,Lucas,Simon-Meslet,Lucas Simon-Meslet,Cabochard,Top,Male,1997-04-14T00:00:00,France,France,2021-03-29T07:58:18
109,100000685,Berk,Demir,Berk Demir,Gilius,Jungle,Male,1997-01-05T00:00:00,Germany,Germany,2021-04-28T12:11:12
110,100000686,Jakub,Skurzyński,Jakub Skurzyński,Jactroll,Support,Male,1998-08-05T00:00:00,Poland,Poland,2021-04-16T22:59:21
111,100000687,Amadeu,Carvalho,Amadeu Carvalho,Attila,ADC,Male,1996-02-26T00:00:00,Portugal,Portugal,2021-04-04T18:11:02
112,100000688,Daniele,Di Mauro,Daniele Di Mauro,Jiizuké,Mid,Male,1996-01-14T00:00:00,Italy,Italy,2021-03-29T14:07:54
113,100000689,Damien,Soulagnet,Damien Soulagnet,Shemek,Top,Male,1996-01-07T00:00:00,France,France,2021-03-29T07:58:41
114,100000690,Han,Min-kook,Han Min-kook,Dreams,Support,Male,?,Korea Republic,Korea Republic,2021-05-12T08:05:43
115,100000691,Samuel,Fernández Fort,Samuel Fort,Samux,ADC,Male,1995-06-11T00:00:00,Spain,Spain,2020-08-19T07:20:10
116,100000692,Audrey,Coënt,Audrey Coënt,AudreyLaSapa,Support,Male,?,France,France,2020-08-19T07:20:21
117,100000693,Fabian,Schubert,Fabian Schubert,Exile,Mid,Male,1997-04-21T00:00:00,Germany,Germany,2020-12-28T23:59:30
118,100000694,Eun,Jong-Seop,Eun Jong-Seop,Totoro,Support,Male,1996-05-06T00:00:00,Korea Republic,Korea Republic,2021-02-15T10:10:15
119,100000695,Jonas,Andersen,Jonas Andersen,Kold,Jungle,Male,1995-02-22T00:00:00,Denmark,Denmark,2021-06-28T08:49:37
120,100000696,Matti,Sormunen,Matti Sormunen,WhiteKnight,Top,Male,1996-02-16T00:00:00,Finland,Finland,2021-06-28T08:11:27
121,100000697,Matúš,Jakubčík,Matúš Jakubčík,Neon,ADC,Male,1999-04-24T00:00:00,Slovakia,Slovakia,2021-04-05T00:11:53
122,100000698,Nicolaj,Jensen,Nicolaj Jensen,Jensen,Mid,Male,1995-01-01T00:00:00,Denmark,Denmark,2021-03-29T14:07:59
123,100000699,Zachary,Scuderi,Zachary Scuderi,Sneaky,ADC,Male,1994-03-19T00:00:00,United States,United States,2020-12-28T23:59:53
124,100000700,Eric,Ritchie,Eric Ritchie,Licorice,Top,Male,?,Canada,Canada,2021-06-11T12:08:29
125,100000701,Dennis,Johnsen,Dennis Johnsen,Svenskeren,Jungle,Male,1996-01-02T00:00:00,Denmark,Denmark,2021-03-28T08:02:52
126,100000702,Robert,Huang,Robert Huang,Blaber,Jungle,Male,2000-01-04T00:00:00,United States,United States,2021-03-28T08:02:56
127,100000703,Greyson,Gilmer,Greyson Gilmer,Goldenglue,Mid,Male,1996-11-23T00:00:00,United States,United States,2021-06-11T08:04:38
128,100000704,Yuri,Jew,Juri Yew,KEITH,ADC,Male,1997-11-23T00:00:00,United States,United States,2021-04-04T18:10:19
129,100000705,Tristan,Stidam,Tristan Stidam,Zeyzal,Support,Male,?,United States,United States,2021-03-26T22:00:21
130,100000706,Darshan,Upadhyaha,Darshan Upadhyaha,Darshan,Top,Male,1994-11-12T00:00:00,Canada,Canada,2021-05-04T16:05:29
131,100000707,Trevor,Hayes,Trevor Hayes,Stixxay,ADC,Male,1997-03-16T00:00:00,United States,United States,2021-06-11T12:08:52
132,100000708,Kim,Yeu-jin,Kim Yeu-jin,Reignover,Jungle,Male,1995-07-04T00:00:00,Korea Republic,Korea Republic,2020-08-19T07:21:09
133,100000709,Vincent,Wang,Vincent Wang,Biofrost,Support,Male,1996-09-19T00:00:00,China PR,China PR,2021-06-11T14:11:32
134,100000710,Kevin,Wu,Kevin Wu,FallenBandit,Top,Male,1996-06-04T00:00:00,United States,United States,2020-12-29T00:01:26
135,100000711,Raymond,Griffin,Raymond Griffin,Griffin,Jungle,Male,1997-09-11T00:00:00,United States,United States,2021-06-05T14:59:41
136,100000712,Tanner,Damonte,Tanner Damonte,Damonte,Mid,Male,1997-12-02T00:00:00,United States,United States,2021-05-11T18:06:40
137,100000713,Seong,Hoon Heo,Seong Hoon Heo,Huni,Top,Male,1997-12-25T00:00:00,Korea Republic,Korea Republic,2021-06-23T00:10:52
138,100000714,Joshua,Hartnett,Joshua Hartnett,Dardoch,Top,Male,1998-04-10T00:00:00,United States,United States,2021-06-28T08:49:37
139,100000715,Lawrence,Hui,Lawrence Hui,Lost,ADC,Male,1999-04-04T00:00:00,New Zealand,New Zealand,2021-06-11T14:11:08
140,100000716,Jason,Tran,Jason Tran,WildTurtle,ADC,Male,1995-02-09T00:00:00,Canada,Canada,2021-05-11T18:11:22
141,100000717,Lee,Ho-jong,Lee Ho-jong,Flame,Top,Male,1992-08-13T00:00:00,Korea Republic,Korea Republic,2021-03-29T08:07:40
142,100000718,Juan,Guibert,Juan Guibert,JayJ,Support,Male,1997-09-13T00:00:00,Canada,Canada,2020-12-30T02:10:40
143,100000719,Lucas,Tao Kilmer Larsen,Lucas Tao Kilmer Larsen,Santorin,Jungle,Male,1997-05-06T00:00:00,Denmark,Denmark,2021-05-11T18:11:50
144,100000720,Lae-Young,Jang,Lae-Young Jang,Keane,Mid,Male,?,Korea Republic,Korea Republic,2020-08-19T01:47:24
145,100000721,Jung,Eon-yeong,Jung Eon-yeong,Impact,Top,Male,1995-03-07T00:00:00,Korea Republic,Korea Republic,2021-06-22T12:10:24
146,100000722,Jake,Puchero,Jake Puchero,Xmithie,Jungle,Male,1991-05-10T00:00:00,Philippines,Philippines,2021-06-11T08:05:49
147,100000723,Eugene,Park,Eugene Park,Pobelter,Mid,Male,1996-10-14T00:00:00,United States,United States,2021-06-11T10:09:09
148,100000724,Yiliang,Peng,Yiliang Peng,Doublelift,ADC,Male,1993-07-19T00:00:00,United States,United States,2021-06-11T12:11:11
149,100000725,Kim,Joo-sung,Kim Joo-sung,Olleh,Support,Male,1994-11-27T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:06
150,100000726,Kevin,Yarnell,Kevin Yarnell,Hauntzer,Top,Male,1995-05-20T00:00:00,United States,United States,2021-03-26T19:59:13
151,100000727,Søren,Bjerg,Søren Bjerg,Bjergsen,Mid,Male,1996-02-21T00:00:00,Denmark,Denmark,2021-06-10T08:00:28
152,100000728,Andy,Dinh,Andy Dinh,Reginald,Mid,Male,1992-04-19T00:00:00,United States,United States,2020-08-19T01:47:59
153,100000729,Jesper,Svenningsen,Jesper Svenningsen,Zven,ADC,Male,1997-06-24T00:00:00,Denmark,Denmark,2021-03-28T08:03:10
154,100000730,Alfonso,Aguirre Rodríguez,Alfonso Aguirre Rodríguez,mithy,Support,Male,1994-10-05T00:00:00,Spain,Spain,2020-12-29T00:02:06
155,100000731,Jonathan,Armao,Jonathan Armao,Armao,Jungle,Male,1998-09-09T00:00:00,United States,United States,2021-04-04T18:10:14
156,100000732,Andy,Ta,Andy Ta,Smoothie,Support,Male,1997-02-10T00:00:00,Canada,Canada,2021-04-03T10:08:30
157,100000733,Sergen,Çelik,Sergen Çelik,Broken Blade,Top,Male,2000-01-19T00:00:00,Germany,Germany,2021-05-11T08:06:00
158,100000734,Kim,Kwang-hee,Kim Kwang-hee,Rascal,Top,Male,1997-10-16T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:15
159,100000735,Moon,Woo-chan,Moon Woo-chan,Cuzz,Jungle,Male,1999-10-30T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:19
160,100000736,Kwak,Bo-Seong,Kwak Bo-Seong,Bdd,Mid,Male,1999-03-01T00:00:00,Korea Republic,Korea Republic,2021-03-28T08:03:25
161,100000737,Kim,Jong-in,Kim Jong-in,PraY,ADC,Male,1994-01-06T00:00:00,Korea Republic,Korea Republic,2021-04-03T10:08:35
162,100000738,Yoon,Wang-ho,Yoon Wang-ho,Peanut,Jungle,Male,1998-02-03T00:00:00,Korea Republic,Korea Republic,2021-03-29T10:05:49
163,100000739,Elias,Lipp,Elias Lipp,Upset,ADC,Male,1999-12-16T00:00:00,Germany,Germany,2021-06-11T12:10:32
164,100000740,Kiss,Tamás,Kiss Tamás,Vizicsacsi,Top,Male,1993-06-14T00:00:00,Hungary,Hungary,2021-04-03T10:08:40
165,100000741,Milo,Wehnes,Milo Wehnes,Pridestalkr,Jungle,Male,?,Netherlands,Netherlands,2021-04-05T00:11:01
166,100000742,Erlend,Våtevik Holm,Erlend Våtevik Holm,Nukeduck,Mid,Male,1996-05-21T00:00:00,Norway,Norway,2021-05-20T15:03:22
167,100000743,Oskar,Bogdan,Oskar Bogdan,VandeR,Support,Male,1994-04-18T00:00:00,Poland,Poland,2021-05-16T20:08:38
168,100000744,Mitch,Voorspoels,Mitch Voorspoels,Boris,Support,Male,1990-05-08T00:00:00,Belgium,Belgium,2021-03-27T08:11:42
169,100000745,Maurice,Stückenschneider,Maurice Stückenschneider,Amazing,Jungle,Male,1994-04-02T00:00:00,Germany,Germany,2020-12-29T20:10:10
170,100000746,Yi,Chen,Chen Yi,Ziv,Jungle,Male,1994-12-24T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-09T02:59:01
171,100000747,Zhao-Hong,Xue,Xue Zhao-Hong,Mountain,Jungle,Male,1995-02-22T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:08:56
172,100000748,Chun-An,Chou,Chou Chun-An,AN,ADC,Male,1994-10-20T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:01
173,100000749,Wei-Yang,Tsou,Tsou Wei-Yang,Wako,Mid,Male,?,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:06
174,100000750,Ping-Hsin,Liu,Liu Ping-Hsin,LBB,ADC,Male,?,Chinese Taipei,Chinese Taipei,2020-08-19T07:24:33
175,100000751,Yu-Wei,Hsiao,Hsiao Yu-Wei,Tuna,Support,Male,?,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:12
176,100000752,Ching-Chia,Lin,Lin Ching-Chia,Taizan,Jungle,Male,1996-05-03T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:17
177,100000753,Pao-Yuan,Hsu,Hsu Pao-Yuan,Nestea,Support,Male,?,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:23
178,100000754,Hsin-Jung,Wu,Wu Hsin-Jung,Kino,Top,Male,?,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:28
179,100000755,Li-Hong,Yu,Yu Li-Hong,MMD,Top,Male,1994-12-24T00:00:00,Chinese Taipei,Chinese Taipei,2021-04-03T10:09:33
180,100000756,Yi-Tang,Huang,Huang Yi-Tang,Maple,Mid,Male,1997-10-10T00:00:00,Chinese Taipei,Chinese Taipei,2021-03-28T08:11:42
181,100000757,Yu-Hung,Lu,Lu Yu-Hung,Betty,ADC,Male,?,Chinese Taipei,Chinese Taipei,2021-04-04T12:08:14
182,100000758,Shuo-Jie,Hu,Hu Shuo-Jie,SwordArt,Support,Male,1996-12-21T00:00:00,Chinese Taipei,Chinese Taipei,2021-06-11T12:10:21
183,100000759,Chia-Hsiang,Su,Su Chia-Hsiang,Hanabi,Top,Male,?,Chinese Taipei,Chinese Taipei,2021-06-15T10:10:41
